date,text
2018-05-30,lukoil starts bitumen production in permbrazils petrobras raises gasoline prices by 07 pctethanol farm groups sue us epa over refineries biofuels exemptionsglencore four others interested in hellenic petroleum saletotal and domo chemicals inaugurate joint project at leuna refinery in germanychinese refiner hengli to receive first saudi crude oil by july
2018-05-31,rosneft deutschland starts deliveries of polymermodified bitumen to german marketworkers sue valero over april refinery explosionromania’s omv petrom to improve reliability of refinery operations with honeywell connected plantus crude inventories fall products build as refiners ramp updover precision components supplies reliability and efficiency for rotating and reciprocating machinerytoyo awarded petrochemical project in indonesia
2018-06-01,philippines plans to import diesel from russia nonopec countrieshellenic says has no plans for major maintenance of its refineries this yearaxens announces a draft squeeze out offer for heurtey petrochem sharestotal keeps biorefinery launch on track despite farmer blockade threatpemex awards tula refinery rehabilitation contractakzonobels largest powder coatings facility worldwide starts production in changzhou chinapreventive maintenance as a service helps prevent unplanned downtime
2018-06-04,hurricane worries prompt refiner motiva to shift expansion plansfrances total plans growth along us gulf coast in petrochemicalsbayport polymers llc celebrates groundbreaking ceremony for new ethane cracker in port arthur texasneste engineering solutions and curious ai to develop advanced ai technology for process industry
2018-06-05,mcdermott joins groundbreaking ceremony for new ethane cracker in texasastm international gains additional accreditation for proficiency testing programshoneywell announces multisite industrial cybersecurity solution to meet needs of connected operationssaudi aramco names new head of finance after govt reshuffle
2018-06-06,repsol and google cloud to optimize refinery management using big data and artificial intelligenceduqm refinery issues a “notice to proceed” to its epc contractorssiemens’ teamcenter on amazon web services enhances costeffective cloud deploymentkazakhstan set to complete upgrade of its oil refineriesbrazil targets 10 pct cut in fuel sector carbon emissionsin polluted india engineers find novel way to fight diesel exhausttrump administration biofuels deal delayed indefinitelyeuropean refiners winding down purchases of iranian oilspraying systems co to host spray technology forum for petrochemical processors in concord ca
2018-06-07,apt adds vice president of sales as it launches new desulfurization technologywax on wax off shale oils waxy features crimp us jet fuel supplycolorado petroleum council holds student stem event in colorado to encourage oil and gas careersineos oxide to move forward with construction of ethylene oxide ethylene oxide derivatives facility in us gulf coasttrumps move to please farmers on biofuels reform draws refinery union irehaldor topsoe to deliver largescale syncor methanol™ plant for baltic gas chemical companyclariant completes reach registrationsenergy web atlas esri partner to enhance energy data offeringpipeline gas journal geospatial information and technology association announce agreement to produce annual conference
2018-06-08,siemens and covestro strengthen strategic partnership as part of digitalizationjacobs increases profile in the ksa with expertise contracting mourussias sibur says new gas chemical complex will cost up to 8 blnhp june 2018 crossword puzzle answersarkema plans to double production capacities at beaumont thiochemicals site in the united states
2018-06-11,snclavalin signs exclusive agreement to deliver a major project in omanmexicos pemex says fire under control at minatitlan refinerysmart data and creativity redefine plant engineeringhigh safety level under extreme conditions simotics xp chemstarexpansion at the klaw lng technology centertotal says no impact from farmers blockade on refinery operationschinas tianjin to use gasoline with ethanol in most vehiclesfrance seeks freeze on palm oil use imports
2018-06-12,finland to reduce stake in oil refiner nesteus epa chief hints he could order more ethanol in fuelsome french petrol stations run dry as farmer blockade continuessaudi aramco eyes partnerships as it expands refining petrochemssinopec tianjin refinery on track to produce 120000 t ethanol gasoline a monthaveva completes transformational combination as a new software leader is bornsiemens pse to collaborate on modelbased solutionsschneider electric launches innovative medium voltage switchgear in the us
2018-06-13,siluria technologies and saudi aramco join forces to maximize chemicals productiontube tech international launches local base in houstonphillips 66 to expand texas natural gas liquids projecttotal says farmer blockade ending 145 petrol stations ran drypdvsa may run foreign oil at largest refinery to meet export contracts
2018-06-14,neste satisfied with preliminary agreement on eu renewable energy directivedow to make phased expansions of global glycol ethers capacitydow to invest in flexible alkoxylation facility on us gulf coast to meet growing demandmeridian energy group receives permit to construct for the davis refinerypreliminary agenda announced for irpc americas
2018-06-15,itt bornemann launches hermetically sealed twin screw pump for chemical and petrochemical sectorssiemens and bentley are driving digital enterprise forward with the process industries academyjapans osaka petchem shuts naphtha cracker for maintenancesour brew new tax rules take steam out of chinas teapot refinerslyondellbasell in talks to buy braskem with cash sharesshandong wonfull petrochemical to produce onpurpose propylene with honeywell technologysiemens’ nx and solid edge software deliver support for fullcolor 3d printing capabilities through hp multi jet fusion
2018-06-18,honeywell kicks off largest industrial customer gathering with a focus on digital transformationwoodmac on the latest uschina trade tariffs impact on oil and chemicals businesstube tech international receives eu funding for robotic heat exchanger cleaning technologycuracao refinery runs slow as pdvsa port backlog starts to easeepa wont force refiners to make up waived biofuels volumeschinas tariffs on us oil would disrupt 1 billion monthly business
2018-06-19,fluor achieves substantial engineering completion on marathon petroleum project in texasmol group enters into a partnership with inovacatvelocys and pq partner for catalyst manufacturingyasref awards jacobs general engineering services contract for saudi arabia refinerypetrobras extends deadline for nondisclosure agreements on refinerieswhen ‘mega’ goes ‘giga’—a discussion on the sadara petrochemical complexanadarko staff under lockdown after attacks in mozambiquerussias oil export refinery plans point to increase in outputkbr awarded feed plus epc option contract from arkemajohn crane completes acquisition of seebach gmbh
2018-06-20,us renewable fuel credits surge on report of epa actiondevelopment funding secured for next stage of uk wastetojet fuel projectexxonmobil singapore butyl and resins plant begins productionclariant inaugurates new additives production facilities in chinaaxens signs contract with mol group for realtime monitoring service of units powered by osisoft technologies
2018-06-21,taneco and chemtech create digital twin of refineryus epa considers delaying friday biofuel announcementus oil gas system methane leaks larger than epa estimates studytechnipfmc to license kem one suspension polyvinyl chloride technologytechnipfmc to provide licensing support of oxyvinyls ethylene dichloride and vinyl chloride monomer technologiesfirst modules arrive for kipic alzour project
2018-06-22,mongolia launches construction of first oil refinery with indian aidfire extinguished at mitsui chemicals osaka plantepa to propose 1988 bln gallon biofuels mandate up 3 pctcuracao refinery seeks temporary operator to replace venezuelas pdvsactci awarded lng receiving terminal contract in thailand
2018-06-25,alfa laval a new age of energy and resource efficiencyadnoc saudi aramco sign deal to invest in 44b mega refinery and petrochemicals complex in indiapolymirae sk advanced to establish a polypropylene manufacturing jv in south koreasaudi aramco has 2 mmbpd of spare capacity can meet additional oil demand in case of supply interruptionceotechnipfmc kiewit selected as epc contractors for energía costa azul lng export projectsymphony™ reforming catalysts surpass 100 awards
2018-06-26,us epa proposes higher 2019 biofuels mandate in line with expectationspgnig and port arthur lng sign agreement for the sales and purchase of lng from the usaveva supports basf’s smart manufacturing programrebranded ‘man energy solutions’ replaces former man diesel turbo nameergil successfully completes gas boot knockout drum separator fabrication for gazprom neftfreeport lng signs 3year liquefaction sales and purchase agreement with trafiguraexxonmobil progressing expansion of lubricant base stocks and fuels production in singapore
2018-06-27,clariant enhances capabilities at clinton oklahoma us facilityidemitsu founding family to accept showa shell mergerborealis aims to make products completely from recycled plasticswoodmac 500m investment in canada petrochemicals industry what are the opportunities and risksmilliken infrastructure solutions and wrapmaster enter strategic alliancejmp engineering rebrands to jmp solutionsin hunt for clean jet fuel south africa swaps tobacco for weedsphillips 66 awards s b epc contract for 300000 bpd ngl fractionation project
2018-06-28,sidpec chooses honeywell propylene technology for new complex in egyptirans abadan refinery catches fire six injurediran closer to fuel selfsufficiency aims to exportsaudi arabias sabic working on tightening clariant tiesmozambique area 4 progressing rovuma lng
2018-06-29,grace licenses unipol® pp process technology to chandra asri petrochemicaladnoc group iii base oil secures dexos1™ licensing from general motorsemerson partners with texas am college of engineering to build advanced automation laboratoryyemens aden refinery seeking 92000 tonnes of oil products
2018-07-02,kbr technology selected for gs caltex grassroots olefins plant in south koreasasol to use honeywell connected plant to improve reliability of refining operationsblack veatch construction joint venture awarded epc contract for largescale ethylene export facility in texasmcdermott awarded multiple technology contracts for petrochemical complex in indonesiacarbon holdings launches 109b worldscale petrochemicals complex in the heartland of egypt’s oil and gas industrybrazils petrobras likely to extend deadline in refineries saleidled st croix refinery to restart produce fuels by 2020
2018-07-03,major flow control contracts for rotork at giant chinese refineryvenezuelas declining crude exports squeeze indias refinerssipchem polybutylene plant commences operationsrain carbon to build waterwhite resins plant in germanymarathon petroleum and andeavor merger closer to final approvalskbr awarded contract to revamp haifa chemicals nitric acid plant in israelgeneral atomics announces single and dualmodule gulftronic systemsjapans mitsubishi chemical to restart cracker as scheduledineos to invest €27b in new european chemical complexwood awarded multimillion dollar steam methane reformer contract
2018-07-05,akzonobel specialty chemicals to upgrade rotterdam chloralkali plantviability of argentine biodiesel industry hinges on eu sanctionsbp offloads 130000 t angolan oil to shandong refiner after 2 months on waterpetrobras cnpc talks put china closer to first americas refineryinfosys and siemens develop advanced iot engineering solutions on mindspheresinopec develops novel structured zeolitechina keeps lng off tariff list for now could be trade weapon laterchinas ethanol push in doubt as us trade dispute widens
2018-07-06,over 100 firefighters battle massive kemaman refinery fireconoco to depose citgo in hunt for pdvsas caribbean assetscnpc to sign refining pact with uaes adnoc this monthasias oil refiners rush to deal with uschina trade war looming iran sanctionsnigerias dangote expects new oil refinery to account for half of group assets
2018-07-09,adnoc aims to deepen investment and partnership opportunities with chinese energy majorsenterprise begins open season for expanded refined products servicesmexicos ienova to invest 150m in sinaloa fuel terminalbasf signs mou for fullyowned chemical site in chinaus biofuels industry advocates see hope in pruitts successorsiemens and alibaba cloud partner to power industrial internet of things in china
2018-07-10,valeros memphis refinery shuts crude unit for repairsshells convent louisiana refinery contractors released from hospitaliraq extends bid deadline for kut oil refinery projectclh signs an agreement with hst for new oil products storage facility in mexicopetroteq cavitation technologies to test nonconventional oil production equipmentsuncors syncrude to resume operations in septembermmex resources corp enters into solar power plan for refinery project
2018-07-11,sale of canadian refinery falls through as owners clash over priceaxens’ apc to optimize satorp aromatics complex performancebrazil ethanol output could double by 2030south korean utility switches to cleaner fuel oil grade after stricter regulationschina trade row helped basf land 10b guangdong chemicals coupsaudi refinery exports first gasoline barrels to uslibyan noc announces reopening of key oil export terminalsepa scraps detailed plan to force us refiners to blend more biofuels
2018-07-12,china chemical plant blast kills 19 injures 12maintenance at romanian refinery to weigh on omvs q2 operating profitus agency continues probe of husky superior refinery blastsgs and baker hughes ge partner on predictive corrosion management solutionsinopec chooses topsoe catox catalyst for asia’s largest sbr emissions control projectcepsa to convert detergent plant from hydrofluoric acid to honeywell uop technologykeynote announcement kristen holmquist forecasting specialist poten partners
2018-07-13,worleyparsons awarded threeyear contract for continued epc of corunna cracker expansion projectmaire tecnimont spa awarded epc contract for borouges new polypropylene unitmgx minerals and highbury energy announce rd for petroleum coke to synthetic crude oil gasificationseven explosions in 10 minutes china chemical plant blast kills 19rosneft deutschland agreed on marketing of petrochemicals of own productionhp july 2018 crossword puzzle answersshandong refiner haiyou extends crude unit shutdown indefinitely
2018-07-16,africas richest man signs 650m afreximbank loan for oil refinerychina willing to invest 3b in nigerian oil operationsmotiva port arthur refinery repairs gasolineproducing unitchina june refinery runs up even as high oil prices hurt teapotsasia’s future energy needs on the agenda at tank storage asia 2018aesolutions earns siemens simatic pcs 7 safety specialist certificationnlng awards feed contracts for train 7exxon baytown refinery hydrocracker remains shut after upset
2018-07-17,total creates digital innovation center in indiapraxair renews longterm hydrogen supply agreement with marathon’s galveston bay refineryus refinery capacity virtually unchanged between 2017 and 2018gas plant explosion prompts evacuations in bellville texasfire at alpeks altamira mexico pta plant to impact americas and europe pet resin production
2018-07-18,industry keynote announcement manav lahoti commercial directorus olefins the dow chemical companymesser builds first hydrogen production facility in germanyequinor awards jacobs feasibility study contract for construction of hydrogen production planthouthis attack aramco refinery in riyadh using dronemeridian energy group begins civil construction of davis refinerysocars oil trading arm rolls back expansion after weak profits
2018-07-19,malaysia to implement b10 biodiesel program by mid2019saudi aramco says fire at its riyadh refinery was due to an operational incidentbiofuel groups ask us government to slow small refinery waiver programbig crude oil margins should boost us refiner earningsjapans last imports of iranian oil could be in octobersaudi aramco in talks to buy stake in worlds no 4 chemical firmrussia china delay us push for halt to refined petroleum sales to nkoreacitgo lemont refinery honored for outstanding safety record
2018-07-20,graham corporation awarded 66m in us gulf coast petrochemical industry ordersadvisian awarded prefeed role for worlds largest ethylene steam cracker
2018-07-22,aramcos potential sabic deal to affect ipo timing ceo says in interviewoil storage blast in central iran kills two fire contained
2018-07-23,shandong haiyou petrochemical bankruptcy filing highlights refiner turmoilmajor ethylene oxide capacity expansion planned in belgiumoil refiner soybean crusher collapse as china tightens creditjpmorgan morgan stanley picked to advise on aramcos sabic dealchinas june diesel gasoline exports surge from a year agomcdermott awarded epc contract for cbi storage tanks in saudi arabiaus epa wrongly denied biofuel waiver for wvirginia refineryjiangsu jiarui to produce onpurpose propylene using honeywell’s oleflex™ technology
2018-07-24,africas richest man arranges 45 bln of financing for oil refinerypetron to use uop technologies to expand refinerypraxair starts up new air separation plants in southern china petrochemical parkcrude oil to chemicals project moves forwardcuracao mulling 15 firms to replace venezuela as refinery operatorus refiners boost purchases of cpc blend to record as prices dropindias reliance offers more naphtha but nonpetchem gradechinas sinopec expects best quarter in years boosted by oil revivalnew biodiesel recipe can cut indonesias fuel importsfrances avril raises biodiesel output on higher oil prices demand
2018-07-25,nexans wins major contract for oman’s first integrated downstream petrochemicals complexbasf introduces fourte fcc catalyst for refiners targeting an increase to their gasoline pool octanehalliburton acquires athlon solutionskuwait refinery selects dupont clean technologiesglobal refinery catalyst market worth over 58b by 2025
2018-07-26,snclavalin signs al zour refinery contract in kuwaitmarathon petroleum plans to maximize us crude inputrussias petrochemical giant sibur prepares for ipous epa wants 50state fix for auto efficiency seeks biofuel reformssettlement reached in petrobras texas refinery emissions caseexxonmobil starts up new ethane cracker in baytown texas
2018-07-27,saipem new onshore ec contracts worth approximately 800m in totallyondellbasell advances chemical recycling by signing agreement with the karlsruhe institute of technologyhoneywell technology to help indian oil corporation meet new clean fuels specificationsacc lauds senate passage of tariff relief billvalero marathon beat profit estimates as refining margins risesingapore refining margins on pace for biggest monthly gain since 2015exxon quarterly profit misses due to refinery maintenancewison offshore marine awarded feed contract for a floating liquefaction project from western lng llc
2018-07-30,toyo awarded olefin expansion project in thailandfuji oil using new honeywell uop catalyst to increase production of aromaticsimperial oil seeks to diversify refinerys supply after syncrude outageshintech begins petrochemicals expansion in louisianasaudis sabic ceo says aramco acquisition talks are only with pif
2018-07-31,jizzakh petroleum to build new refinery in uzbekistanwood secures new contract for planned polyolefin plant in uzbekistanpetrobras targets larger china market share with new crude oiltaiwans cpc plans 66 b investment in paradip petrochemical plantiraq extends bid deadline for diwaniya oil refinery projectchinas sinochem energy files for 2 b hong kong listingkbr awarded contracts for worldscale methanol plant projectindonesias president pushes biodiesel plan to stop currency tanking
2018-08-01,us refineries running at nearrecord levelsincrease in highprofile attacks targeting critical infrastructure raises security concernsdiesels days are numbered energy and environment ministeroil refinery initiates potential partnerships for 32b upgrade in indonesiasiemens to ramp up iot digitalization in 2020 strategyexxon mobil chevron earnings miss wall street expectationspetrochemical complex selects worldleading polypropylene technology license
2018-08-02,us safety board links faulty valve to husky refinery blastindonesia to make biodiesel use compulsory from sept 1hollyfrontier misses profit estimates hurt by outagestate refiners drive indias july iran oil imports to a recordmol group and apk form strategic partnership for plastic recyclingone of indias largest refineries rejigs debt to cut interest costsmagellan midstream partners profit beats expectationstexas pipeline blaze put out after 7 hospitalized
2018-08-03,indian oil sells naphtha from paradip refinery for first time in more than a yearchinas sinochem energy files for 2b hong kong listingchina threatens retaliatory tariffs on us lngineos businesses sold to valtris specialty chemicalsergon completes acquisition of resinallcanada crude differential seen staying high as refiners take downtimechinas unipec suspends us oil imports as trade spat intensifiesrefiner nestes shares fall as renewables margins disappoint
2018-08-06,quarterly profit soars boosted by petrochemicalsshell restarting convent louisiana gasoline unitfire shuts down refinery ahead of planned maintenancevenezuelarun isla refinery in curacao not operatinghundreds line up for gushing west texas oil jobschina tariffs on lng oil aim at us energy dominance agendacalifornia school district switches school buses to run on renewable dieselkbc announces integrated process engineering design optimization and cost estimation partnership
2018-08-07,vietnams nghi son refinery seeks approval for oil product exportsrussias sibur examining capital market optionsindonesia bets big on biodiesel to limit costs of oil importssaudi aramco malaysias petronas tap banks for jumbo financingenergy web atlas launches world pipeline datasetnextgeneration ecostruxure foxboro control software futureproofs industrial operations enables substantial operational improvements
2018-08-08,kbrs pcmax™ technology selected for two polycarbonate projects in chinahoneywell integrates new software into new process safety suitefire extinguished at hollyfrontiers tulsa oklahoma refineryfire breaks out at bpcls mumbai refinery several injuredchina crude imports rise but capped by weak teapot demandus lng exports to china slump as buyers look elsewhere amid trade spatgermanys lanxess gets out of rubber with saudi aramco salehp august crossword puzzle answersschneider electric improves time to production reduces device commissioning time with ecostruxure field device expert
2018-08-09,significant environmental milestone for mississippi projectmexicos largest oil refinery shut down due to power outagetoyo awarded expansion of naphtha cracking furnace project in japange’s distributed power to deploy its myplant asset performance management solution across aggreko’s power solutions fleetnew standard supports alternative “blendstock” fuel
2018-08-10,mexicos largest oil refinery restarts crude processing after power outagephilippines eyes shift back to cheaper dirtier fuel to tame inflationchina move to drop crude off tariff list a relief for major refinerbillionaires huge nigerian oil refinery likely delayed until 2022india to step up use of biofuels to cut oil import bill
2018-08-13,vietnams trade ministry to reply to nghi son refinerys fuel export request soonshell global refining boss ryerkerk to step downepa to keep pursuing biofuel changes under new leadershipshell convent refinery restarting firestruck hydrocrackerindian oil sees no impact from us sanctions on refinery jv investment with iraniraq signs 369m contract for new crudeprocessing facility
2018-08-14,shells convent refinery fccu down for two weekschinas sinochem to transfer wepec refinery stake to petrochinachina oil refinery output up 12 pct in july buoyed by state refinersmexicos lopez obrador pledges more than 11b for refineriesnigerias state oil company considers refinery partnerships
2018-08-15,citgo to resume aruba refinerys refurbishing work next monthmarked for demolition ugandans on pipeline route from refinery fear land lossbp offloads last two stranded oil cargoes in chinanorways mongstad oil refinery shut after power outagealgerias sidi rezine refinery to restart production at start of 2019us crude stockpiles soar unexpectedly despite record refinery runsequinor says effort to restart mongstad refinery continues
2018-08-16,reliance cancels vgo cargo buy from nayara on fcc shutdownus energy chief applauds mexicos plan to end fuel importsparts of norways mongstad oil refinery up and runningtexas refineries urged to plan storm shutdowns to cut pollutionjapan steps up us lpg purchases in fallout from sinoventure global lng announces additional private placement funding of 160m
2018-08-17,coowner of canadian refinery narl seeks 58 mln from partner2018 pumps market brand reportpöyry awarded epc assignment for biorefinery expansionfuel markets confirm global growth slowdownus approves cheniere bid to feed first gas to texas lng plantmexicos madero refinery unable to fully resume workindia allows conditional import of petcoke
2018-08-20,neste renew elp and licella to collaborate in utilization of waste plastic as a raw materialpetrochemicals producer ahead of schedule in providing cleaner dieselhaldor topsoe acquires full ownership of ferrostaal topsoe projectssouth african petrochemical groups profit drops as power outages hit productionbrazils petrobras sees no fuel supply shortage after replan firechina sells diesel to south africa as refiners seek new export markets
2018-08-21,petronas chemicals eyeing acquisitions to boost specialty businesspetrochinas yunnan refinery processes iranian crude for first timebp whiting refinery running above capacity after restartpdvsa to resume use of st eustatius oil terminal after payment deal with nustarecuador postpones esmeraldas refinery maintenancelyondellbasell completes acquisition of a schulman incindonesia revises palm crop fund rules to back biodiesel drivechinas mega crudetochemicals projects may deal knockout blow to regional px exporters
2018-08-22,lyondellbasell breaks ground on the world’s largest potba plantaramco listing plan halted oil giant disbands advisorsus crude stocks draw down as refining runs hold near record highvenezuelas orinoco belt oil operations refineries report no damages from quake
2018-08-23,par pacific shutting hawaii refinery ahead of hurricane lanechinas cnpc completes upgrade at kazakhs shymkent refinerytariffs on 164b in chemicals and plastics products could have irreparable impact on us manufacturing supply chainbasf’s luminate fcc catalyst helps refiners increase liquid product yieldsmeridian energy group inc expands operations in houston as davis refinery project moves forwardsatorp awards jacobs general engineering services contractpetrobras plans to start reopening replan refinerycuracao refinery at minimum as it continues partner huntfire breaks out at shell chemical plant in uk nearby essar refinery unaffectedkey industry leaders from bp dow chemical exxonmobil and valero to speak at upcoming irpc americas
2018-08-24,petronas selects aspentech asset optimization softwarefujian billion petrochemicals co ltd to utilize invista’s latest p8 technology for its 25 million tonne pta linejapans maruzen to replace naphtha cracking furnacessinopec shanghai petrochemicals h1 refinery runs up 79 on yrsouth koreas hanwha total buys us australian condensate to replace iran oiltube tech international forms alliance with parfab companies for greater provision to texas clientbaseuaes adnoc in advanced talks to sell refinery stakeshurricane lane approaches hawaii threatens energy infrastructurecanadas ultracheap natural gas drives hopes of petrochemical boom
2018-08-27,neste keeps faith with renewable jet fuel business despite setbackfirst tianjin gas stations make switch to ethanolchile suspends staterun refinery port operations after gas leakmotiva port arthur gasoline alky coking units returnchinese refiner hengli hires crude trader in singaporesinopec says some refineries would be hit by a halt in iran crude oil buyinghellenic petroleum workers battling selloff block suitors from refineries
2018-08-28,gunvor halts rotterdam refinery upgrade for new shipping fuelsafter summer of discontent chinas teapot refineries ramp up oil imports25th annual general meeting of numaligarh refinery limited heldgalveston bay refinery creates home for wildlifetechnipfmc wins large contract for vietnam’s largest olefins plantcentrica invests in leading industrial cyber security provider indegyis china becoming a more pricesensitive exporter of refined fuelswood awarded large strategic modifications contracts by equinor for norwegian refinery
2018-08-29,fire breaks out at plains all american crude tankindonesia confirms pertamina ceo as state firm pressed to curb importsmexicos new government may halt oil auctions indefinitely documentbcck holding company opens new office in the woodlands texasbp says jv toledo ohio refinery returning to normal operationjapanese lpg firm gyxis to open office in singaporerefiner caltex australia in talks to hive off some retail assetstrinidads staterun petrotrin to cease oil refining operationsnigerias nnpc to conduct feasibility study for oil refinerywood wins contract with equinor to support the hammerfest lng development options
2018-08-30,trinidad oil union to call general strike if refinery shuts downsouth african watchdog approves glencores bid for chevron assetspar pacific shares jump on acquisition plans to expandbrazils petrobras to resume operations at replan refinery
2018-08-31,maire tecnimont secures epcc contracts for new pp and hdpe unitsshandong chambroad petrochemicals co ltd selects lyondellbasell hostalen acp pe technologychemicals group completes production expansion for ultrahigh molecular weight polyethyleneevonik intensifies focus on highmargin specialty chemicals businessescosmodyne chosen for multiple liquefaction projectstotal sells its polystyrene business in china to ineos styrolutionus judge lets canadian company pursue assets from venezuelas citgohydrocarbon processing award 2018 winners honored at houston gala
2018-09-02,explosion fire erupt at vohburg refinery in germany
2018-09-03,force majeure declared on supplies after german refinery fire
2018-09-04,kbc announces availability of chevron petro lp technologyshinetsu announces large investment to expand silicone productionadnoc completes commissioning of specialized coker unitus gulf coast refineries prepare for tropical stormstorm gordon starts kicking up waves on us gulf coastaramco plans to ship first crude oil to malaysia jv refinery in octsempra energy receives ferc notice of schedule for port arthur texas lng export project
2018-09-05,strategic implementation of iiot in refineriesthe spectrum of digital transformationhoneywell acquires leading developer of technologies for natural gas liquids and sulfur recoverychinas hengyi pushes back brunei refinery startup to q2 2019bp concerned over planned merger of polands two biggest refineriesmexicos presidentelect sets out plan for new 8b oil refineryhp september crossword puzzle answerspetrotechnics’ survey reveals low oil price is impacting operational risk and process safety management in hazardous industriesexxonmobil adds new hub terminal expands global base stocks supply networkabb to support malaysia’s biggest crude oil refinery in meeting diesel euro5 standard
2018-09-06,norsk hydro working to convince brazil to resume full output at alunorte refinerylouisiana refineries plan to keep running as storm shifts eastdelta air lines seeks buyers for a stake in its refining subsidiaryexxonmobil signs framework agreement for proposed chemical complex in chinafreeport lng and sumitomo corporation of americas sign heads of agreement for liquefaction tolling services
2018-09-07,signing ceremony of epc contract for borouge’s pp5 in ruwais to increase polypropylene capacityjohnson matthey awarded 18 million mtpa methanol technology contractretaliatory tariffs on 11b in us chemicals plastics exports put 55000 jobs 18b in us economic activity at risk acc saysrussian watchdog seeks to equalize export tax for lpg naphthapetrochinas yunnan refinery completes new oil products pipelinedelta air lines targets motor fuels buyers in refinery deal sources
2018-09-10,aspentech and advantech bb smartworx to deliver iiot connectivity solutionspetrobras in talks with presidential hopefuls eyeing diesel hedgechinas august oil imports rise 65 pct as teapots return to markethenglis hightech petroleum complex breathes down petrochinas neckrisk management firm sees oil demand peaking in 2023qatargas agrees on 22year lng supply deal with chinagerman govt to decide on diesel hardware retrofits in a few daysclariant confirms sabic to complete purchase of 2499 stake in clariant after receiving all regulatory approvals
2018-09-11,trafigura loses last big angolan oil deal as new president shakes up sectorsempra energys ienova bp sign liquid fuels terminal in baja california mexicoucc shchekinoazot launches methanol and ammonia coproduction plant licensed by haldor topsoeeu antitrust regulators raided clariant celanese otherssaudis sabic signs mou to build petrochemical complex in chinamalaysiasaudi aramco venture seeks commitments for 97 billion project financeindias bpcl to skip iran oil purchases in octoberexxon eyes upgrading uk refinery for more than 650 million
2018-09-12,epa approves emergency fuel waiver for north carolina and south carolinaair products to build worldscale liquid hydrogen plant at its la porte texas facilityinvista to add 40000 tons of nylon 66 polymer capacity by 2020incremental debottlenecking and capacity expansion projects to meet global demand for siliconebased solutionsyokogawa releases process data analytics r102metso collaborates with hexagon to expedite valve projects data exchangemeridian signs letter of intent for davis refinery startup servicesineos to expand grangemouth ethylene plantchina to build new ethylene complexes in petrochemical wavenetwork with basf bp dow exxonmobil total at irpc americasbhge delivers firstofitskind digital transformation of turkey’s refinery and petrochemicals projectsmol reaches final investment decision on polyol project and signs epc contracts with thyssenkrupp
2018-09-13,commodities giant adm ramps up ethanol sales in chicago irking rivalspetronassaudi rapid refinery to receive first oil cargosafricas competition tribunal approves glencores bid for chevron assetsindias mrpl naphtha sales premium falls to more than 1year lowmatching manual sample panels to the application for safety and reliabilityfixing the three most common problems with hydrocarbon process sampling
2018-09-14,maersk to invest in exhaust scrubbers ahead of 2020 fuel quality changesglobal lng prices for november soften after earlier strong weekschina drawing up plans to take polluting diesel trucks off the roadmost new diesel vehicles exceed emissions limitsare chinas teapots eyeing petrochemical buildouta new revolutionary integrity management solution
2018-09-17,skoreas hanwha total buys us australian condensate to replace iran oilasschneiderbinzagr jvs production facility starts operationsrussias sibur in talks with banks about possible ipochinas sinopec plans to build canadian oil refinerylisting to value spanish oil firm cepsa around 10 bln euros sourcesus lng’s second wave gains momentum
2018-09-18,sener designs an innovative lng unit for panfidojohn crane launches innovative gas seal technology to significantly reduce methane emissionschina sets tariff on us lng just as exports ramp upchinas diesel demand has peaked gasoline to peak 2025bp whiting refinery to shut large crude unit this weekburnoff due to fcc power outage at chevron refinerychinas zhejiang rongsheng buys first oman oil ahead of refinery startuplyondells houston refinery flares due to shell chemical plant upsetphillips 66 to restart borger texas refinery reformer by weekend
2018-09-19,380m phase 2 expansion of jurong island plant completeergon inc to close ethanol plant in mississippigreen plains to shut down two iowa ethanol plantsbrazils brf sees rising competition for corn from ethanol makersus lng to china cheaper than other origins despite tariffadnoc refining achieves full production of polymergrade propylene from newly commissioned ruwais facilitywood mackenzie on chinas new retaliatory tariff on us lngsener receives dnv gl approval in principle for two new lngfuelled bunkering vessel designscanada’s kwispaa lng and hyundai heavy industries close deal for frontend engineering and design for the kwispaa lng project
2018-09-20,epa details broad expansion of biofuel waiver programindian oil refiner partowned by iranian company cancels iran oil importschina diesel demand picks up at fastest pace in at least five yearsnow near 100 million bpd when will oil demand peakus refiners face emerging glut of fuelclariant’s megamax® 800 catalyst impressive start at cnooc methanol plant in china
2018-09-21,enocs jet fuel storage plans show how iranian sanctions upending oil marketchinese petcoke buyers turning to russia mideast after us tariffschina may issue more fuel export quotas to refiners to prevent run cutsvenezuelans block streets with cars to protest gas shortage in andeschevron el segundo california refinery restarting gasoline unitvietnams nghi son oil refinery offers first gasoline cargo for exportexhess executive to lead restart of idled caribbean refineryeni signs memorandum of understanding with pertamina
2018-09-24,chinas august diesel exports highest since junebiodiesel available at only half of pertaminas indonesia fuel depotsworld oil demand refining growth to peak in 2035 unipecindia sets up panel to acquire land for planned west coast refineryas oil forecasts call for 100 india considers cutting back crude importsjapans cosmo oil replaces iran oil with other mideast suppliessaudi aramco trading aims for 50 percent rise in oil trade volume in 2020nigeria oil unions threaten nationwide strike over chevron disputepetronassaudi rapid refinery offloads first oil cargo
